source_code	source_concept_id	source_vocabulary_id	source_code_description	target_concept_id	target_vocabulary_id	valid_start_date	valid_end_date	invalid_reason
[alcohol'U]/w	0	JNJ_UNITS	[alcohol'U]/w	710237	UCUM	2023-01-20	2099-12-31	
allergenic unit	0	JNJ_UNITS	allergenic unit	45744811	UCUM	2023-01-20	2099-12-31	
Alpha-tocopherol equivalents	0	JNJ_UNITS	Alpha-tocopherol equivalents	9489	UCUM	2023-01-20	2099-12-31	
ALT/SGPT serum level	0	JNJ_UNITS	ALT/SGPT serum level	8645	UCUM	2023-01-20	2099-12-31	
amol	0	JNJ_UNITS	amol	710189	UCUM	2023-01-20	2099-12-31	
Amount	0	JNJ_UNITS	Amount	0	None	1970-01-01	2099-12-31	
Amp	0	JNJ_UNITS	Ampule	0	None	1970-01-01	2099-12-31	
Ang	0	JNJ_UNITS	Ang	9452	UCUM	2023-01-20	2099-12-31	
angstrom	0	JNJ_UNITS	angstrom	9452	UCUM	2023-01-20	2099-12-31	
Angstrom	0	JNJ_UNITS	Angstrom	9452	UCUM	2023-01-20	2099-12-31	
anti-phosphatidylserine IgA concentration (APS) unit	0	JNJ_UNITS	anti-phosphatidylserine IgA concentration (APS) unit	8542	UCUM	2023-01-20	2099-12-31	
anti-phosphatidylserine IgA concentration (APS) unit per milliter	0	JNJ_UNITS	anti-phosphatidylserine IgA concentration (APS) unit per milliter	8823	UCUM	2023-01-20	2099-12-31	
anti-phosphatidylserine IgG concentration (GPS) unit	0	JNJ_UNITS	anti-phosphatidylserine IgG concentration (GPS) unit	8487	UCUM	2023-01-20	2099-12-31	
